month,station,scount,ecount,total_s_e_counts
2022-05,Lafayette Ave & Ft Greene Pl,2636.0,2665.0,5301.0
2022-05,Lafayette Ave & Hunts Point Ave,211.0,217.0,428.0
2022-05,Lafayette Ave & St James Pl,2003.0,1959.0,3962.0
2022-05,Lafayette St & E 8 St,7680.0,7717.0,15397.0
2022-05,Lafayette St & Jersey St,6248.0,6235.0,12483.0
2022-05,Laight St & Hudson St,1025.0,1010.0,2035.0
2022-05,Lawrence St & Willoughby St,2504.0,2697.0,5201.0
2022-05,Lefferts Pl & Franklin Ave,1521.0,1516.0,3037.0
2022-05,Lenox Ave & W 111 St,3162.0,3262.0,6424.0
2022-05,Lenox Ave & W 115 St,1244.0,1236.0,2480.0
2022-05,Lenox Ave & W 117 St,2530.0,2567.0,5097.0
2022-05,Lenox Ave & W 126 St,2870.0,2847.0,5717.0
2022-05,Lenox Ave & W 130 St,1211.0,1232.0,2443.0
2022-05,Lenox Ave & W 133 St,904.0,913.0,1817.0
2022-05,Lenox Ave & W 140 St,1022.0,1011.0,2033.0
2022-05,Lenox Ave & W 144 St,652.0,661.0,1313.0
2022-05,Lenox Ave & W 146 St,425.0,431.0,856.0
2022-05,Leonard St & Boerum St,1089.0,1091.0,2180.0
2022-05,Leonard St & Church St,3186.0,3257.0,6443.0
2022-05,Leonard St & Maujer St,2043.0,2071.0,4114.0
2022-05,Leonard St & Nassau Ave,2186.0,2201.0,4387.0
2022-05,Lewis Ave & Decatur St,1186.0,1191.0,2377.0
2022-05,Lewis Ave & Kosciuszko St,1318.0,1302.0,2620.0
2022-05,Lewis Ave & Madison St,2080.0,2083.0,4163.0
2022-05,Lexington Ave & Classon Ave,1944.0,1914.0,3858.0
2022-05,Lexington Ave & E 111 St,1976.0,1985.0,3961.0
2022-05,Lexington Ave & E 120 St,931.0,945.0,1876.0
2022-05,Lexington Ave & E 127 St,482.0,482.0,964.0
2022-05,Lexington Ave & E 128 St,363.0,356.0,719.0
2022-05,Lexington Ave & E 24 St,5834.0,5798.0,11632.0
2022-05,Lexington Ave & E 26 St,3174.0,3179.0,6353.0
2022-05,Lexington Ave & E 29 St,3518.0,3515.0,7033.0
2022-05,Lexington Ave & E 36 St,3942.0,3872.0,7814.0
2022-05,Liberty St & Nassau St,2787.0,2846.0,5633.0
2022-05,Lincoln Ave & E 134 St,271.0,263.0,534.0
2022-05,Lincoln Ave & E 138 St,686.0,707.0,1393.0
2022-05,Lincoln Pl & Classon Ave,1096.0,1034.0,2130.0
2022-05,Linden St & Knickerbocker Ave,341.0,345.0,686.0
2022-05,Lispenard St & Broadway,2193.0,2241.0,4434.0
2022-05,Little West St & 1 Pl,5301.0,5092.0,10393.0
2022-05,Longfellow Ave & E 165 St,238.0,244.0,482.0
2022-05,Longwood Ave & Southern Blvd,235.0,238.0,473.0
2022-05,Lorimer St & Broadway,608.0,620.0,1228.0
2022-05,Loring Pl North & W 183 St,176.0,178.0,354.0
2022-05,Louis Nine Blvd & Intervale Ave,154.0,161.0,315.0
2022-05,MacDougal St & Prince St,4254.0,4357.0,8611.0
2022-05,MacDougal St & Washington Sq,3658.0,3669.0,7327.0
2022-05,Macombs Pl & W 152 St,459.0,455.0,914.0
2022-05,Macombs Rd & Featherbed Ln,479.0,496.0,975.0
2022-05,Macombs Rd & W 175 St,361.0,355.0,716.0
2022-05,Macon St & Nostrand Ave,2022.0,2011.0,4033.0
2022-05,Madison Av & E 51 St,3670.0,3834.0,7504.0
2022-05,Madison Ave & E 120 St,1056.0,1042.0,2098.0
2022-05,Madison Ave & E 26 St,875.0,894.0,1769.0
2022-05,Madison Ave & E 82 St,3299.0,3205.0,6504.0
2022-05,Madison Ave & E 99 St,1717.0,1732.0,3449.0
2022-05,Madison St & Clinton St,1348.0,1356.0,2704.0
2022-05,Madison St & Cypress Ave,378.0,365.0,743.0
2022-05,Madison St & Evergreen Ave,688.0,703.0,1391.0
2022-05,Madison St & Forest Ave,598.0,585.0,1183.0
2022-05,Madison St & Montgomery St,2092.0,2059.0,4151.0
2022-05,Madison St & Seneca Ave,404.0,411.0,815.0
2022-05,Madison St & Woodward Ave,593.0,601.0,1194.0
2022-05,Maiden Ln & Pearl St,2016.0,2068.0,4084.0
2022-05,Manhattan Av & Leonard St,814.0,822.0,1636.0
2022-05,Marcus Garvey Blvd & Macon St,1255.0,1273.0,2528.0
2022-05,Marcy Ave & Lafayette Ave,1530.0,1560.0,3090.0
2022-05,Margaret Corbin Plz & Ft Washington Ave,351.0,347.0,698.0
2022-05,Marion Ave & Mosholu Pkwy,254.0,260.0,514.0
2022-05,Market St & Cherry St,1681.0,1691.0,3372.0
2022-05,Market St & Henry St,2638.0,2659.0,5297.0
2022-05,McDonald Ave & Vanderbilt St,170.0,202.0,372.0
2022-05,McGuinness Blvd & Eagle St,2542.0,2620.0,5162.0
2022-05,McKibbin St & Bogart St,1396.0,1383.0,2779.0
2022-05,McKibbin St & Manhattan Ave,1236.0,1241.0,2477.0
2022-05,Melrose Ave & E 150 St,1095.0,1088.0,2183.0
2022-05,Melrose Ave & E 154 St,247.0,238.0,485.0
2022-05,Melrose St & Broadway,1639.0,1618.0,3257.0
2022-05,Menahan St & Central Ave,501.0,499.0,1000.0
2022-05,Menahan St & Onderdonk Ave,504.0,359.0,863.0
2022-05,Menahan St & Seneca Ave,333.0,336.0,669.0
2022-05,Menahan St & Wyckoff Ave,448.0,464.0,912.0
2022-05,Mercer St & Bleecker St,3355.0,3417.0,6772.0
2022-05,Mercer St & Spring St,3594.0,3611.0,7205.0
2022-05,Meserole Ave & Manhattan Ave,2707.0,2746.0,5453.0
2022-05,Metropolitan Ave & Bedford Ave,5403.0,5418.0,10821.0
2022-05,Metropolitan Ave & Meeker Ave,2740.0,2711.0,5451.0
2022-05,Metropolitan Ave & Stewart Ave,425.0,463.0,888.0
2022-05,Metropolitan Ave & Vandervoort Ave,164.0,180.0,344.0
2022-05,Milton St & Franklin St,4166.0,4218.0,8384.0
2022-05,Moffat St & Bushwick,393.0,384.0,777.0
2022-05,Monroe St & Bedford Ave,2148.0,2131.0,4279.0
2022-05,Monroe St & Classon Ave,1031.0,1039.0,2070.0
2022-05,Monroe St & Tompkins Ave,1751.0,1746.0,3497.0
2022-05,Montague St & Clinton St,1951.0,1985.0,3936.0
2022-05,Montgomery St & Franklin Ave,457.0,465.0,922.0
2022-05,Montrose Ave & Bushwick Ave,2514.0,2523.0,5037.0
2022-05,Morgan Ave & Lombardy St,1080.0,1088.0,2168.0
2022-05,Morgan Ave & Maspeth Ave,519.0,519.0,1038.0
2022-05,Morgan Bike Mechanics,2.0,3.0,5.0
2022-05,Morgan Loading Docks,3.0,7.0,10.0
2022-05,Morgan WH station,57.0,23.0,80.0
2022-05,Morningside Ave & W 123 St,1523.0,1542.0,3065.0
2022-05,Morningside Dr & Amsterdam Ave,646.0,646.0,1292.0
2022-05,Morris Ave & E 142 St,454.0,450.0,904.0
2022-05,Morris Ave & E 153 St,240.0,232.0,472.0
2022-05,Morris Ave & E 163 St,646.0,655.0,1301.0
2022-05,Morris Ave & E 171 St,134.0,134.0,268.0
2022-05,Morris Ave & E 184 St,137.0,133.0,270.0
2022-05,Morris Ave & E Burnside Ave,217.0,216.0,433.0
2022-05,Morris Ave & McClellan St,425.0,435.0,860.0
2022-05,Morton St & Washington St,2820.0,2855.0,5675.0
2022-05,Motorgate,1857.0,1914.0,3771.0
2022-05,Mott St & Prince St,5199.0,5281.0,10480.0
2022-05,Mount Eden Pkwy & Eastburn Ave,178.0,180.0,358.0
2022-05,Mt Morris Park W & W 120 St,1308.0,1289.0,2597.0
2022-05,Murray St & Greenwich St,4118.0,4092.0,8210.0
2022-05,Murray St & West St,858.0,862.0,1720.0
2022-05,Murray St\t& West St,1848.0,1807.0,3655.0
2022-05,Myrtle Ave & Fleet Pl,1581.0,1622.0,3203.0
2022-05,Myrtle Ave & Grove St,390.0,393.0,783.0
2022-05,Myrtle Ave & Lewis Ave,982.0,948.0,1930.0
2022-05,Myrtle Ave & Linden St,247.0,262.0,509.0
2022-05,Myrtle Ave & Marcy Ave,1334.0,1348.0,2682.0
2022-05,Myrtle Ave & St Edwards St,1287.0,1344.0,2631.0
2022-05,N 11 St & Kent Ave,2162.0,2210.0,4372.0
2022-05,N 12 St & Bedford Ave,2822.0,2838.0,5660.0
2022-05,N 15 St & Wythe Ave,1134.0,1143.0,2277.0
2022-05,N 6 St & Bedford Ave,5279.0,5290.0,10569.0
2022-05,N Moore St & Hudson St,185.0,212.0,397.0
2022-05,Nagle Ave & Ellwood St,309.0,308.0,617.0
2022-05,Nagle Ave & Thayer St,506.0,520.0,1026.0
2022-05,Nassau Ave & Newell St,1555.0,1580.0,3135.0
2022-05,Nassau Ave & Russell St,2290.0,2303.0,4593.0
2022-05,Nassau St & Navy St,1116.0,1142.0,2258.0
2022-05,Nassau St\t& Duffield St,1023.0,1044.0,2067.0
2022-05,Nelson Ave & 167 St,217.0,212.0,429.0
2022-05,Nelson Ave & W 172 St,481.0,485.0,966.0
2022-05,Nevins St & Schermerhorn St,1449.0,1470.0,2919.0
2022-05,Newton Rd & 44 St,430.0,434.0,864.0
2022-05,Newtown Ave & 23 St,997.0,1005.0,2002.0
2022-05,Norfolk St & Broome St,6565.0,6608.0,13173.0
2022-05,Norman St & Wyckoff Ave,694.0,698.0,1392.0
2022-05,North Moore St & Greenwich St,5636.0,5538.0,11174.0
2022-05,Nostrand Ave & Myrtle Ave,984.0,994.0,1978.0
2022-05,Ocean Pkwy & Church Ave,559.0,623.0,1182.0
2022-05,Ogden Ave & Merriam Ave,99.0,102.0,201.0
2022-05,Ogden Ave & W 164 St,148.0,141.0,289.0
2022-05,Ogden Ave & W 165 St,246.0,245.0,491.0
2022-05,Old Broadway & W 133 St,263.0,205.0,468.0
2022-05,Old Fulton St,2370.0,2499.0,4869.0
2022-05,Old Slip & South St,2324.0,2346.0,4670.0
2022-05,Onderdonk Ave & Dekalb Ave,435.0,434.0,869.0
2022-05,Onderdonk Ave & Gates Ave,310.0,338.0,648.0
2022-05,Orchard St & Grand St,3724.0,3816.0,7540.0
2022-05,Pacific St & Classon Ave,756.0,768.0,1524.0
2022-05,Pacific St & Nevins St,1346.0,1354.0,2700.0
2022-05,Parade Pl & Crooke Ave,2222.0,2247.0,4469.0
2022-05,Park Ave & E 124 St,3326.0,3349.0,6675.0
2022-05,Park Ave & E 162 St,420.0,425.0,845.0
2022-05,Park Ave & Marcus Garvey Blvd,854.0,854.0,1708.0
2022-05,Park Ave & St Edwards St,592.0,644.0,1236.0
2022-05,Park Cir & East Dr,1017.0,1072.0,2089.0
2022-05,Park Pl & Church St,2034.0,2064.0,4098.0
2022-05,Park Pl & Franklin Ave,1478.0,1476.0,2954.0
2022-05,Paul Ave & Mosholu Pkwy,126.0,136.0,262.0
2022-05,Paul Ave & W 205 St,134.0,135.0,269.0
2022-05,Pearl St & Hanover Square,2534.0,2553.0,5087.0
2022-05,Pearl St & Peck Slip,2307.0,2351.0,4658.0
2022-05,Perry St & Bleecker St,4412.0,4484.0,8896.0
2022-05,Perry St & Greenwich Ave,3562.0,3697.0,7259.0
2022-05,Picnic Point,817.0,825.0,1642.0
2022-05,Pier 40 - Hudson River Park,8207.0,8277.0,16484.0
2022-05,Pierrepont St & Monroe Pl,1450.0,1460.0,2910.0
2022-05,Pike St & E Broadway,2652.0,2683.0,5335.0
2022-05,Pike St & Monroe St,1853.0,1863.0,3716.0
2022-05,Pinehurst Ave & W 187 St,503.0,440.0,943.0
2022-05,Pioneer St & Richards St,259.0,303.0,562.0
2022-05,Pioneer St & Van Brunt St,780.0,789.0,1569.0
2022-05,Pitt St & Stanton St,1366.0,1424.0,2790.0
2022-05,Plaza Dr & W 170 St,775.0,794.0,1569.0
2022-05,Plaza St East & Flatbush Ave,3919.0,3322.0,7241.0
2022-05,Plaza St West & Flatbush Ave,2168.0,2115.0,4283.0
2022-05,Pleasant Ave & E 116 St,1754.0,1781.0,3535.0
2022-05,Pleasant Ave & E 120 St,1115.0,1172.0,2287.0
2022-05,Popham Ave & W 174 St,231.0,210.0,441.0
2022-05,Powers St & Olive St,940.0,946.0,1886.0
2022-05,President St & 4 Ave,1436.0,1474.0,2910.0
2022-05,Prospect Ave & E 151 St,237.0,239.0,476.0
2022-05,Prospect Ave & E 167 St,237.0,215.0,452.0
2022-05,Prospect Ave & Greenwood Ave,188.0,200.0,388.0
2022-05,Prospect Ave & Jennings St,147.0,134.0,281.0
2022-05,Prospect Ave & Longwood Ave,129.0,110.0,239.0
2022-05,Prospect Ave & Vanderbilt St,202.0,228.0,430.0
2022-05,Prospect Park SW & 10 Ave,1051.0,831.0,1882.0
2022-05,Prospect Park SW & 16 St,979.0,1012.0,1991.0
2022-05,Prospect Park SW & Greenwood Ave,970.0,1000.0,1970.0
2022-05,Prospect Park SW & Vanderbilt St,875.0,884.0,1759.0
2022-05,Prospect Park W & 20 St,560.0,374.0,934.0
2022-05,Prospect Park West & 8 St,2486.0,2377.0,4863.0
2022-05,Prospect Pl & 6 Ave,1501.0,1507.0,3008.0
2022-05,Prospect Pl & Underhill Ave,1566.0,1576.0,3142.0
2022-05,Prospect Pl & Vanderbilt Ave,2548.0,2513.0,5061.0
2022-05,Pulaski St & Marcus Garvey Blvd,1063.0,980.0,2043.0
2022-05,Putnam Ave & Knickerbocker Ave,389.0,377.0,766.0
2022-05,Putnam Ave & Nostrand Ave,964.0,957.0,1921.0
2022-05,Putnam Ave & Throop Ave,1500.0,1521.0,3021.0
2022-05,Putnam Ave & Wyckoff Ave,423.0,434.0,857.0
2022-05,Queens Plaza North & Crescent St,4516.0,4574.0,9090.0
2022-05,Railroad Ave & Kay Ave,132.0,136.0,268.0
2022-05,Reade St & Broadway,2524.0,2524.0,5048.0
2022-05,Richards St & Delavan St,359.0,389.0,748.0
2022-05,Richardson St & N Henry St,1269.0,1249.0,2518.0
2022-05,River Ave & E 151 St,786.0,785.0,1571.0
2022-05,River Ave & E 153 St,293.0,301.0,594.0
2022-05,River Ave & McClellan St,225.0,223.0,448.0
2022-05,River Ter & Warren St,2642.0,2736.0,5378.0
2022-05,Riverside Blvd & W 67 St,5632.0,5560.0,11192.0
2022-05,Riverside Dr & Broadway,573.0,585.0,1158.0
2022-05,Riverside Dr & W 104 St,2933.0,2948.0,5881.0
2022-05,Riverside Dr & W 138 St,905.0,888.0,1793.0
2022-05,Riverside Dr & W 145 St,746.0,694.0,1440.0
2022-05,Riverside Dr & W 148 St,462.0,454.0,916.0
2022-05,Riverside Dr & W 153 St,710.0,719.0,1429.0
2022-05,Riverside Dr & W 72 St,4200.0,4147.0,8347.0
2022-05,Riverside Dr & W 78 St,2161.0,2067.0,4228.0
2022-05,Riverside Dr & W 82 St,3189.0,3133.0,6322.0
2022-05,Riverside Dr & W 91 St,2842.0,2806.0,5648.0
2022-05,Rivington St & Chrystie St,3007.0,3143.0,6150.0
2022-05,Rivington St & Ridge St,3310.0,3524.0,6834.0
2022-05,Rockaway Ave & Bainbridge St,768.0,768.0,1536.0
2022-05,Roebling St & N 4 St,2888.0,3009.0,5897.0
2022-05,Rogers Ave & Sterling St,1243.0,1237.0,2480.0
2022-05,Rogers Pl & E 165 St,57.0,58.0,115.0
2022-05,Roosevelt Island Tramway,2091.0,2202.0,4293.0
2022-05,Rutgers St & Henry St,2205.0,2320.0,4525.0
2022-05,Ryer Ave & E 182 St,115.0,102.0,217.0
2022-05,S 3 St & Bedford Ave,4268.0,4294.0,8562.0
2022-05,S 4 St & Rodney St,2438.0,2416.0,4854.0
2022-05,S 4 St & Wythe Ave,5615.0,5625.0,11240.0
2022-05,S 5 Pl & S 5 St,5817.0,5948.0,11765.0
2022-05,S Portland Ave & Hanson Pl,1814.0,1841.0,3655.0
2022-05,Sands St & Jay St,2118.0,2079.0,4197.0
2022-05,Sands St Gate,1554.0,1612.0,3166.0
2022-05,Schermerhorn St & Bond St,3245.0,3291.0,6536.0
2022-05,Schermerhorn St & Court St,2025.0,2067.0,4092.0
2022-05,Scholes St & Manhattan Ave,2809.0,2845.0,5654.0
2022-05,Seaman Ave & Beak St,343.0,351.0,694.0
2022-05,Seaman Ave & Isham St,381.0,396.0,777.0
2022-05,Sedgwick Ave & Hall of Fame Tce,14.0,11.0,25.0
2022-05,Sedgwick Ave & W Burnside Ave,81.0,79.0,160.0
2022-05,Sedgwick Ave & W Tremont Ave,146.0,140.0,286.0
2022-05,Seneca Ave & Irvine St,64.0,67.0,131.0
2022-05,Shakespeare Ave & W 169 St,475.0,472.0,947.0
2022-05,Sharon St & Olive St,1051.0,1058.0,2109.0
2022-05,Sheridan Ave & E 168 St,347.0,345.0,692.0
2022-05,Sheridan Ave & E 172 St,230.0,240.0,470.0
2022-05,Sherman Ave & E 166 St,264.0,278.0,542.0
2022-05,Sherman Ave & Thayer St,226.0,221.0,447.0
2022-05,Shore Blvd & Astoria Park,885.0,900.0,1785.0
2022-05,Sigourney St & Columbia St,495.0,568.0,1063.0
2022-05,Smith St & 3 St,1397.0,1443.0,2840.0
2022-05,Smith St & 9 St,1289.0,1284.0,2573.0
2022-05,Soissons Landing,1397.0,1442.0,2839.0
2022-05,Somers St & Broadway,111.0,112.0,223.0
2022-05,South St & Broad St,274.0,340.0,614.0
2022-05,South St & Gouverneur Ln,3940.0,4192.0,8132.0
2022-05,South St & Pike St,2226.0,2298.0,4524.0
2022-05,South St & Whitehall St,3997.0,4080.0,8077.0
2022-05,Southern Blvd & Avenue St. John,212.0,201.0,413.0
2022-05,Southern Blvd & E 142 St,56.0,60.0,116.0
2022-05,Southern Blvd & E 149 St,297.0,285.0,582.0
2022-05,Southern Blvd & E 172 St,102.0,103.0,205.0
2022-05,Southern Blvd & E 174 St,415.0,412.0,827.0
2022-05,Southern Blvd & E 175 St,428.0,446.0,874.0
2022-05,Southern Blvd & Tiffany St,86.0,91.0,177.0
2022-05,Southpoint Park,931.0,901.0,1832.0
2022-05,Spring St & Hudson St,4387.0,4457.0,8844.0
2022-05,Spruce St & Gold St,1064.0,1178.0,2242.0
2022-05,Spruce St & Nassau St,2931.0,2903.0,5834.0
2022-05,St Ann's Ave & Westchester Ave,566.0,585.0,1151.0
2022-05,St James Pl & Oliver St,3063.0,3133.0,6196.0
2022-05,St James Pl & Pearl St,1283.0,1260.0,2543.0
2022-05,St Johns Pl & Washington Ave,2068.0,2039.0,4107.0
2022-05,St Marks Pl & 1 Ave,2803.0,2816.0,5619.0
2022-05,St Marks Pl & 2 Ave,5027.0,5112.0,10139.0
2022-05,St Marks Pl & 4 Ave,1393.0,1411.0,2804.0
2022-05,St Mary's St & Jackson Ave,232.0,232.0,464.0
2022-05,St Nicholas Ave & Manhattan Ave,2962.0,2960.0,5922.0
2022-05,St Nicholas Ave & W 134 St,1140.0,1162.0,2302.0
2022-05,St Nicholas Ave & W 137 St,695.0,690.0,1385.0
2022-05,St Nicholas Ave & W 150 St,496.0,509.0,1005.0
2022-05,St. Ann's Av & Bruckner Blvd,240.0,253.0,493.0
2022-05,St. Ann's Ave & E 144 St,189.0,200.0,389.0
2022-05,St. Nicholas Ave & W 126 St,2606.0,2658.0,5264.0
2022-05,St. Nicholas Ave & W 155 St,267.0,274.0,541.0
2022-05,St. Nicholas Ave & W 157 St,271.0,190.0,461.0
2022-05,St. Nicholas Terrace & Convent Ave,444.0,447.0,891.0
2022-05,Stagg St & Morgan Ave,771.0,788.0,1559.0
2022-05,Stagg St & Union Ave,2889.0,2891.0,5780.0
2022-05,Stanhope St & Fairview Ave,612.0,501.0,1113.0
2022-05,Stanton St & Chrystie St,3768.0,3915.0,7683.0
2022-05,Stanton St & Mangin St,2002.0,2002.0,4004.0
2022-05,Stanton St & Norfolk St,4375.0,4547.0,8922.0
2022-05,State St & Smith St,1726.0,1774.0,3500.0
2022-05,Steinway St & 19 Ave,124.0,150.0,274.0
2022-05,Steinway St & 21 Ave,426.0,433.0,859.0
2022-05,Steinway St & 23 Ave,358.0,366.0,724.0
2022-05,Steinway St & 28 Ave,993.0,997.0,1990.0
2022-05,Steinway St & Broadway,1735.0,1742.0,3477.0
2022-05,Steinway St & Ditmars Blvd,440.0,388.0,828.0
2022-05,Stephen St & Seneca Ave,160.0,160.0,320.0
2022-05,Sterling Pl & 5 Ave,1320.0,1338.0,2658.0
2022-05,Sterling Pl & Bedford Ave,2050.0,2015.0,4065.0
2022-05,Sterling St & Bedford Ave,838.0,841.0,1679.0
2022-05,Stewart Ave & Johnson Ave,614.0,601.0,1215.0
2022-05,Stockholm St & Wilson Ave,589.0,608.0,1197.0
2022-05,Stuyvesant Walk & 1 Av Loop,500.0,508.0,1008.0
2022-05,Suffolk St & Stanton St,5606.0,5615.0,11221.0
2022-05,Sullivan Pl & Bedford Ave,451.0,442.0,893.0
2022-05,Sullivan Pl & Franklin Ave,931.0,923.0,1854.0
2022-05,Sullivan St & Washington Sq,4730.0,4790.0,9520.0
2022-05,Sunken Meadow Comfort Station,650.0,707.0,1357.0
2022-05,Suydam St & Broadway,1611.0,1541.0,3152.0
2022-05,Suydam St & Knickerbocker Ave,977.0,1006.0,1983.0
2022-05,Suydam St & St. Nicholas Ave,268.0,298.0,566.0
2022-05,Thompson St & Bleecker St,4082.0,4111.0,8193.0
2022-05,Throop Ave & Myrtle Ave,884.0,862.0,1746.0
2022-05,Tiebout Ave & E 184 St,372.0,370.0,742.0
2022-05,Tiebout Ave & E Fordham Road,508.0,506.0,1014.0
2022-05,Tinton Ave & E 165 St,214.0,216.0,430.0
2022-05,Tompkins Ave & Hopkins St,881.0,896.0,1777.0
2022-05,Townsend Ave & E 175 St,170.0,161.0,331.0
2022-05,Underhill Ave & Lincoln Pl,1783.0,1807.0,3590.0
2022-05,Underhill Ave & Pacific St,1668.0,1666.0,3334.0
2022-05,Union Ave & E 169 St,181.0,178.0,359.0
2022-05,Union Ave & Jackson St,1364.0,1347.0,2711.0
2022-05,Union Ave & N 12 St,3024.0,3072.0,6096.0
2022-05,Union Ave & Wallabout St,1012.0,1032.0,2044.0
2022-05,Union St & 4 Ave,1585.0,1590.0,3175.0
2022-05,Union St & Bedford Ave,1271.0,1251.0,2522.0
2022-05,Union St & Nevins St,1120.0,1169.0,2289.0
2022-05,University Ave & Brandt Pl,212.0,209.0,421.0
2022-05,University Ave & Macombs Rd,90.0,77.0,167.0
2022-05,University Ave & W 168 St,125.0,119.0,244.0
2022-05,University Ave & W Burnside Ave,199.0,211.0,410.0
2022-05,University Pl & E 14 St,8644.0,9036.0,17680.0
2022-05,University Pl & E 8 St,4826.0,4882.0,9708.0
2022-05,Valentine Ave & E 181 St,212.0,214.0,426.0
2022-05,Valentine Ave & E 183 St,106.0,99.0,205.0
2022-05,Van Brunt St & Van Dyke St,1172.0,1182.0,2354.0
2022-05,Van Brunt St & Wolcott St,902.0,904.0,1806.0
2022-05,Van Buren St & Broadway,719.0,669.0,1388.0
2022-05,Van Sinderen Ave & Truxton St,546.0,519.0,1065.0
2022-05,Vernon Blvd & 10 St,979.0,1010.0,1989.0
2022-05,Vernon Blvd & 31 Ave,976.0,1007.0,1983.0
2022-05,Vernon Blvd & 41 Rd,762.0,797.0,1559.0
2022-05,Vernon Blvd & 47 Rd,1177.0,1195.0,2372.0
2022-05,Vernon Blvd & 50 Ave,2707.0,2686.0,5393.0
2022-05,Verona Pl & Fulton St,1146.0,1133.0,2279.0
2022-05,Vesey Pl & River Terrace,6436.0,6474.0,12910.0
2022-05,Vesey St & Church St,5453.0,5748.0,11201.0
2022-05,W 10 St & Washington St,3167.0,3174.0,6341.0
2022-05,W 100 St & Broadway,3761.0,3769.0,7530.0
2022-05,W 100 St & Manhattan Ave,3267.0,3135.0,6402.0
2022-05,W 104 St & Amsterdam Ave,1890.0,1754.0,3644.0
2022-05,W 106 St & Amsterdam Ave,2521.0,2545.0,5066.0
2022-05,W 106 St & Central Park West,3618.0,3654.0,7272.0
2022-05,W 107 St & Columbus Ave,1748.0,1762.0,3510.0
2022-05,W 11 St & 6 Ave,4431.0,4452.0,8883.0
2022-05,W 110 St & Amsterdam Ave,2627.0,2589.0,5216.0
2022-05,W 111 St & 5 Ave,2022.0,2047.0,4069.0
2022-05,W 113 St & Broadway,2452.0,2353.0,4805.0
2022-05,W 116 St & Amsterdam Ave,1712.0,1656.0,3368.0
2022-05,W 116 St & Broadway,1802.0,1666.0,3468.0
2022-05,W 12 St & Hudson St,3912.0,4060.0,7972.0
2022-05,W 120 St & Claremont Ave,1142.0,1151.0,2293.0
2022-05,W 129 St & Convent Ave,646.0,623.0,1269.0
2022-05,W 13 St & 5 Ave,5506.0,5542.0,11048.0
2022-05,W 13 St & 7 Ave,2682.0,2710.0,5392.0
2022-05,W 133 St & 12 Ave,751.0,742.0,1493.0
2022-05,W 135 St & Lenox Terrace Pl,720.0,717.0,1437.0
2022-05,W 140 St & Riverside Dr,234.0,220.0,454.0
2022-05,W 144 St & Adam Clayton Powell Blvd,785.0,786.0,1571.0
2022-05,W 145 St & Amsterdam Ave,533.0,502.0,1035.0
2022-05,W 146 St & Broadway,720.0,710.0,1430.0
2022-05,W 147 St & Adam Clayton Powell Blvd,546.0,542.0,1088.0
2022-05,W 148 St & Amsterdam Ave,559.0,506.0,1065.0
2022-05,W 15 St & 10 Ave,3165.0,3252.0,6417.0
2022-05,W 15 St & 6 Ave,6896.0,6858.0,13754.0
2022-05,W 15 St & 7 Ave,6207.0,6150.0,12357.0
2022-05,W 155 St & Frederick Douglass Blvd,420.0,407.0,827.0
2022-05,W 159 St & Edgecombe Ave,134.0,114.0,248.0
2022-05,W 16 St & The High Line,5703.0,5614.0,11317.0
2022-05,W 160 St & St. Nicholas Ave,571.0,452.0,1023.0
2022-05,W 163 St & Edgecombe Ave,251.0,194.0,445.0
2022-05,W 163 St & Riverside Dr,313.0,275.0,588.0
2022-05,W 165 St & Fort Washington Ave,474.0,423.0,897.0
2022-05,W 168th S & Fort Washington Ave,767.0,793.0,1560.0
2022-05,W 17 St & 8 Ave,5587.0,5611.0,11198.0
2022-05,W 170 St & University Ave,247.0,242.0,489.0
2022-05,W 171 St & St. Nicholas Ave,381.0,330.0,711.0
2022-05,W 176 St & Montgomery Ave,140.0,139.0,279.0
2022-05,W 18 St & 6 Ave,6505.0,6612.0,13117.0
2022-05,W 18 St & 9 Ave,1762.0,1780.0,3542.0
2022-05,W 180 St & Ft Washington Ave,614.0,602.0,1216.0
2022-05,W 181 St & Riverside Dr,913.0,866.0,1779.0
2022-05,W 186 St & St. Nicholas Ave,254.0,242.0,496.0
2022-05,W 190 St & Broadway,360.0,366.0,726.0
2022-05,W 190 St & St. Nicholas Ave,41.0,41.0,82.0
2022-05,W 192 St & University Ave,151.0,145.0,296.0
2022-05,W 20 St & 10 Ave,6497.0,6511.0,13008.0
2022-05,W 20 St & 7 Ave,6913.0,6936.0,13849.0
2022-05,W 20 St & 8 Ave,5559.0,5606.0,11165.0
2022-05,W 204 St & Nagle Ave,232.0,224.0,456.0
2022-05,W 204 St & Vermilyea Ave,361.0,371.0,732.0
2022-05,W 21 St & 6 Ave,11667.0,11844.0,23511.0
2022-05,W 212 St & 10 Ave,103.0,95.0,198.0
2022-05,W 218 St & Broadway,211.0,204.0,415.0
2022-05,W 218 St & Indian Rd,166.0,181.0,347.0
2022-05,W 22 St & 10 Ave,8166.0,8160.0,16326.0
2022-05,W 22 St & 8 Ave,6835.0,6903.0,13738.0
2022-05,W 225 St & Exterior St,562.0,621.0,1183.0
2022-05,W 24 St & 7 Ave,4333.0,4337.0,8670.0
2022-05,W 25 St & 6 Ave,6913.0,6925.0,13838.0
2022-05,W 26 St & 10 Ave,5347.0,5338.0,10685.0
2022-05,W 26 St & 8 Ave,7695.0,7624.0,15319.0
